Species,Light_ISF,Light_Cat,Soil,Sterile,Conspecific,Myco_type,AMF,Phenolics,Lignin,NSC,Census,Time,Event,PlantSeason,EMF_log,Synthetic
Acer saccharum,0.161,Med,Quercus rubra,,,AMF,21.02060515829293,-0.6247663853008861,12.394336372005961,16.447138553035998,6.895539206095465,17.9,1,Monsoon,3.603570751118249,1
Quercus rubra,0.10570984392777856,Med,Prunus serotina,,,AMF,42.02410722722218,2.7732239223339756,26.22199300790289,15.407560549163458,7.234112839396737,22.7,0,Summer,3.2431195368617654,1
Acer saccharum,0.08683099056632593,Med,Quercus rubra,,,EMF,17.276187450862892,-1.35,10.100850525179373,10.000289212456616,17.1043168276259,48.8,0,Monsoon,3.3383702709381984,1
Quercus rubra,0.07841977091202251,Med,Prunus serotina,,,AMF,8.685648594793008,4.329224871664734,12.993310208768035,11.09228082715996,32.969914566912685,49.3,1,Summer,3.8042299308146506,1
Quercus rubra,0.06519981841269024,Med,Quercus alba,,,AMF,20.651123113178155,2.720520798791731,17.264591390640362,11.942960169690624,11.533574770839826,46.7,1,Monsoon,3.3483495053458037,1
Quercus rubra,0.08534905270982933,Low,Acer saccharum,,,AMF,13.961706616925476,-0.31554743267327423,10.688446113528162,16.85878359419452,16.526984428812003,57.5,0,Monsoon,3.376113753879379,1
Quercus alba,0.08160493789965911,Med,Quercus alba,,,EMF,3.3707354355462997,-0.5774270152793193,13.411054133961468,18.447874943031966,15.336569307804183,64.4,1,Monsoon,3.609638103183575,1
Acer saccharum,0.10602089698114067,Med,Quercus alba,,,AMF,18.203138444857235,0.7870378125322607,19.794487292118358,11.319479541023538,6.794534123925159,9.1,0,Monsoon,3.343831679618226,1
Acer saccharum,0.06070091666152261,High,Prunus serotina,,,EMF,16.27540724058831,3.3928281674316367,25.381505151810625,12.498330017292261,7.014539239270962,33.5,1,Summer,3.3727207997248323,1
Quercus rubra,0.0823045100590714,Med,Quercus rubra,,,AMF,5.6398754095244295,3.450211934655083,4.9999086243677775,15.521612328386611,7.0387548982915265,14.4,0,Monsoon,2.11368320663413,1
Quercus alba,0.09967406981859245,Low,Sterile,,,AMF,15.51068188718415,-0.2421232876947063,9.354223700688516,5.091835703152019,14.2522871170477,25.8,1,Monsoon,3.6361812768209614,1
Acer saccharum,0.07557956072692694,Med,Prunus serotina,,,EMF,7.8286469675113315,2.1512929675195105,13.718467119434962,7.276150871522748,14.170929677359519,44.1,0,Summer,3.6124723820172915,1
Quercus rubra,0.08384762652613205,Med,Quercus rubra,,,EMF,14.466935035088072,0.3909523448988138,10.482945259859761,21.905720471905376,7.27281982044872,40.0,1,Summer,3.3867926828933683,1
Prunus serotina,0.08198929714281646,Med,Sterile,,,AMF,39.16412148796465,4.122579869318736,14.311616628069547,12.537342809927006,33.0,13.1,1,Summer,3.817173556481756,1
Quercus rubra,0.062249193711833496,Med,Prunus serotina,,,AMF,21.340352594342747,4.128471593092274,10.632923363432198,15.834979171599484,15.870380929790356,51.5,1,Monsoon,3.469703808847609,1
Acer saccharum,0.04774881389661615,High,Populus grandidentata,,,EMF,20.67779319720586,3.1918425522015745,9.26406919182641,11.601154630106283,32.84552150841656,54.3,0,Summer,3.3828357457031757,1
Prunus serotina,0.11807259162853669,Low,Acer saccharum,,,AMF,21.535492154563954,-0.6689360936452019,21.266638987556142,16.558401801202784,7.63901220112765,13.8,0,Monsoon,3.3475882189146535,1
Quercus rubra,0.08361298500038766,Med,Sterile,,,EMF,22.326639577688372,0.6168996770833926,18.562327363837127,21.522055428245256,6.7726164100592285,40.9,0,Summer,3.3791681611561923,1
Acer saccharum,0.0769651624945406,High,Acer saccharum,,,AMF,16.024732730975057,0.32917465994963685,20.26677400327402,18.818767479399877,20.33889234781607,78.6,0,Monsoon,3.1402620397716436,1
Prunus serotina,0.08016977350479394,Med,Prunus serotina,,,EMF,32.14168956994971,0.28379159223787953,19.03989829517798,10.820666111627272,6.653845099376173,10.8,0,Summer,3.3613395209126917,1
Prunus serotina,0.0801810773431925,High,Prunus serotina,,,EMF,13.887171815624262,6.09564554628908,9.774943224716559,11.79160516413792,13.153295601285553,15.3,0,Summer,3.3525434434201262,1
Acer saccharum,0.06073991878045541,Med,Populus grandidentata,,,EMF,34.621059887851516,0.8108055603715366,10.877491404462823,18.498883828433144,7.186479958200985,52.3,0,Monsoon,3.3594071506584067,1
Acer saccharum,0.13779434362767334,Low,Prunus serotina,,,EMF,0.8493712892555758,4.6439482365065805,19.90696100367823,10.110328708926994,7.297291370573208,24.9,0,Summer,3.351579962956862,1
Acer saccharum,0.053089364646893955,Low,Acer saccharum,,,EMF,14.381880162693449,3.7411213260192455,13.727806025987215,21.95107593521548,19.728514998452937,81.9,1,Monsoon,2.5134589785240635,1
Quercus alba,0.08696944446598052,Low,Acer saccharum,,,AMF,20.74106468496981,0.1675875440849855,26.72421625820742,11.677873012817889,15.542239293211486,41.5,1,Summer,3.20090014902294,1
Prunus serotina,0.0987746462186432,Med,Acer saccharum,,,EMF,16.01253642575033,-0.30586476034548465,13.614885369818726,6.4409356397213875,16.0683630658949,32.9,0,Monsoon,3.3782032889878124,1
Quercus alba,0.07864120294516738,Med,Quercus rubra,,,EMF,19.313021871848466,-0.07673275416183002,9.979030341843117,10.513897318881234,7.303410368033003,24.9,1,Monsoon,3.3294248854728776,1
Acer saccharum,0.15923259191783484,Med,Sterile,,,AMF,11.072030300395316,0.04746297901043506,17.171848345521784,19.337979905255054,33.0,19.6,0,Monsoon,3.3100458577498686,1
Quercus alba,0.07952750278009513,Low,Populus grandidentata,,,AMF,24.145080786861488,0.08730405051689188,19.942771885099614,20.085654776505688,6.858233338858927,43.2,1,Summer,3.3551246101221555,1
Prunus serotina,0.07367228264211588,Low,Prunus serotina,,,EMF,58.437672023027986,0.6219196497981807,17.45086036582832,17.629092785786497,7.176224916291326,39.4,0,Monsoon,3.844792876168336,1
Acer saccharum,0.08294237991097203,Med,Populus grandidentata,,,EMF,60.617561357222435,3.5145563379383193,26.69513686411213,11.361295999792887,6.991329222331451,26.0,1,Monsoon,4.223484941997747,1
Prunus serotina,0.09393194239204536,Med,Quercus alba,,,AMF,18.030293551244764,2.494660607632238,13.234658888803867,24.24533832288465,11.338986953500564,72.0,0,Monsoon,3.3673790012128526,1
Prunus serotina,0.08611536365330585,Low,Acer saccharum,,,AMF,48.493953075587825,0.32363207592150794,10.005167795344432,10.250620807653231,32.96390581880875,51.9,1,Monsoon,3.363284462631499,1
Acer saccharum,0.12215150311318074,Med,Prunus serotina,,,AMF,19.90354981669638,5.014693657720526,25.800657370937273,14.081482711878193,32.97069998895571,20.7,1,Monsoon,3.3783853009875506,1
Acer saccharum,0.07597159780537012,Med,Quercus rubra,,,AMF,11.036561975442813,0.7747239505398223,9.547477434783149,9.757620248878455,13.12415207453301,78.1,1,Summer,3.2735059092894043,1
Quercus alba,0.07795118296511627,Med,Quercus rubra,,,AMF,11.604150087150108,1.9779371631093323,23.351546459949162,12.589088102388072,11.771337321315375,51.4,1,Summer,3.4114126154140747,1
Quercus rubra,0.046730488849245536,Med,Acer saccharum,,,EMF,19.160720505916252,4.302363958450597,21.395065679981844,12.38869998306206,11.652200912472594,68.1,0,Summer,3.42826639740228,1
Prunus serotina,0.032,Low,Populus grandidentata,,,AMF,13.700389374990495,0.34566729787041056,14.021589471133765,18.15177330372003,6.3923979802249375,13.6,1,Monsoon,3.1234369884245416,1
Quercus alba,0.0810829253796757,Low,Populus grandidentata,,,AMF,16.070926304140926,0.7088062564259123,22.25191815415871,11.383147088139985,11.938199192482028,6.0,0,Summer,2.957774378212942,1
Quercus alba,0.08518201892309335,Low,Quercus rubra,,,AMF,18.982067592223302,4.8122221211553,7.223559153956125,13.10743007188931,18.663325237889033,33.4,0,Summer,3.311708656445479,1
Prunus serotina,0.08061712256447555,Low,Quercus alba,,,EMF,15.115996772855253,3.652544130206245,13.667419938016993,11.830013547857206,10.8642398000066,30.9,0,Monsoon,3.3759180126587847,1
Quercus rubra,0.06148653403136608,Low,Acer rubrum,,,AMF,13.927227002297695,4.813727727949234,24.669305995288973,16.110212632876063,13.567263396359111,63.9,0,Summer,3.383667462680688,1
Acer saccharum,0.060731083051452146,Med,Quercus rubra,,,EMF,11.392746494410144,-0.35891586427562655,19.641906251370596,15.228229854810124,7.878758948994743,15.8,1,Monsoon,3.313387780047566,1
Quercus alba,0.059013512293103906,Med,Prunus serotina,,,EMF,26.021749960304028,5.202204832293493,19.835615506917332,11.502473071183406,16.576184256561252,6.0,0,Monsoon,3.3790943554507553,1
Acer saccharum,0.06494661019911374,High,Populus grandidentata,,,EMF,14.404649613062578,0.9807480447555144,10.823689765406943,10.701607290336899,7.176581459181064,35.6,1,Summer,3.5981290266174875,1
Acer saccharum,0.11059727065736942,Med,Quercus rubra,,,EMF,11.73014519941711,0.37834630150500237,4.296114577097361,11.839686544728691,11.87100322345022,16.1,0,Summer,3.805457005267277,1
Prunus serotina,0.10995882967286048,High,Acer rubrum,,,EMF,8.921840832546174,0.4949562935505708,13.873844842556162,22.3195454564671,11.532717572579788,7.3,0,Summer,3.6169624776237748,1
Prunus serotina,0.08617799661538408,Med,Quercus alba,,,EMF,12.233826707871673,-0.26677138469087386,16.68732963242617,15.592125535049142,16.948041842325527,6.0,0,Monsoon,3.36876432894722,1
Acer saccharum,0.05740572606262416,High,Prunus serotina,,,AMF,10.229266110028414,0.6498112094210607,10.846507083911138,26.466466957965242,6.81590723093421,14.0,0,Summer,3.5074255611053267,1
Quercus rubra,0.10351486370120479,Med,Acer saccharum,,,AMF,15.129672912263306,3.5135864634892995,8.786743701733325,11.584670630427158,13.542494464538622,27.0,1,Summer,3.3366973248661767,1
Acer saccharum,0.07231816893282747,Low,Acer saccharum,,,EMF,10.57616760387412,0.5828508868100165,20.337338302815603,12.014638579756609,17.901918194525432,66.0,1,Monsoon,3.3891309609892644,1
Quercus alba,0.161,Low,Prunus serotina,,,AMF,13.159711446423547,0.09965461783748569,22.498896376629304,12.193659044100793,17.472412879825004,51.8,0,Summer,2.4841050427033475,1
Acer saccharum,0.07817786181226202,Low,Populus grandidentata,,,EMF,16.412618330780614,3.165948933976117,5.220148753678503,15.893613929386701,7.660689329828854,35.6,1,Monsoon,3.308217974669361,1
Acer saccharum,0.07795574321174811,Low,Quercus alba,,,AMF,18.732684218449617,3.108653291890743,21.436700524798738,18.123427630642947,7.025123552764198,29.9,0,Monsoon,3.306327282055163,1
Acer saccharum,0.07234552371880175,Low,Prunus serotina,,,EMF,15.918326706024297,4.8099883310009215,19.340886520709418,18.5346920948086,6.8961002262954105,31.4,0,Monsoon,3.264148897166715,1
Quercus alba,0.08661295460309076,Med,Acer rubrum,,,EMF,19.26072211843241,-0.5991471020698335,20.042270621498204,10.06339408052698,6.730025727404177,66.1,0,Monsoon,3.3000243937819165,1
Quercus rubra,0.09407739493208592,Low,Sterile,,,AMF,19.6176721521682,5.061312190914857,9.866752394583541,15.905318534676912,6.958329169847876,48.8,0,Summer,1.390809308039632,1
Acer saccharum,0.09123582117740747,Med,Sterile,,,AMF,20.072479274943717,4.440132976739564,24.963561174723445,12.035556608125223,12.939385961619207,15.8,1,Monsoon,3.476429469989898,1
Quercus alba,0.077780814339076,Low,Quercus rubra,,,EMF,0.05292163771893256,0.9894183198298911,26.307646421187584,11.990481387160264,7.841391715255049,77.1,0,Monsoon,3.1548737600897105,1
Acer saccharum,0.049703179206550416,Low,Quercus rubra,,,EMF,7.0373760141651225,0.4041588720196535,20.919577880884628,16.754529629103168,7.150673216779721,52.9,0,Summer,3.3906709250275013,1
Acer saccharum,0.078562174866123,Low,Acer saccharum,,,EMF,15.220599420126758,3.7547906086266813,8.336981692439581,14.439176348739617,7.378347926129417,6.0,1,Summer,3.3880598513489004,1
Quercus alba,0.11652339757118821,Low,Populus grandidentata,,,AMF,9.28084860241807,0.28411867636275995,20.888784538501103,20.224247447630304,33.0,34.0,1,Monsoon,3.4413326256650185,1
Prunus serotina,0.052526306687586725,Low,Populus grandidentata,,,AMF,14.623979351660784,-0.11984178785893686,23.336667270755523,9.866742127782175,33.0,43.4,1,Summer,0.06808894533099334,1
Quercus rubra,0.10274855649060667,High,Quercus alba,,,AMF,11.26926198069885,0.1506509443137744,10.884688254315003,13.177244871042594,13.625246885661474,8.3,0,Summer,0.020205773544230338,1
Prunus serotina,0.09024444179634558,High,Acer rubrum,,,EMF,40.398610206495135,3.248824840282295,10.937563589445567,8.08904916914248,6.82977727773201,25.8,0,Summer,3.698446518650152,1
Quercus rubra,0.13789519077605467,Low,Populus grandidentata,,,AMF,22.52784343567013,0.010563668580761146,23.9764206899288,16.49626766415484,33.0,43.1,1,Summer,4.04307043482744,1
Quercus alba,0.05572157303180943,Med,Acer saccharum,,,EMF,24.273803818373167,0.5048051615360185,13.774060183009736,19.793735612917175,33.0,57.3,0,Monsoon,3.312899267966064,1
Prunus serotina,0.06765605859135491,Low,Acer rubrum,,,EMF,18.083163660307516,0.025032908389185406,23.993483333926864,18.455471743037368,14.669744311702365,90.0,1,Monsoon,0.03857391166254802,1
Quercus alba,0.050445065775306594,Low,Quercus alba,,,AMF,22.219696893101037,4.580084832830916,13.558690427964514,12.9314944399621,32.844367051827376,12.6,1,Summer,3.3219656418077133,1
Quercus alba,0.10020959689851083,Med,Acer saccharum,,,AMF,18.194985108906632,0.59062186332636,14.384848298918918,14.124503574911747,17.80996079304341,42.0,0,Monsoon,3.3396357006933552,1
Quercus rubra,0.10592724169480908,Med,Sterile,,,AMF,61.53369231071312,-0.1653496089619973,21.845414093318173,15.220714575587564,13.987463772718453,67.4,1,Monsoon,3.441276887104209,1
Prunus serotina,0.13085002560784206,Med,Quercus alba,,,AMF,16.072734913145982,-0.2670275164063431,18.041644443117136,14.212008685011421,16.512814576967973,48.2,0,Summer,3.3664427470996374,1
Prunus serotina,0.10645321982935463,Med,Quercus alba,,,EMF,7.670589901950075,0.6901939842003546,25.22134088601186,6.825398565686198,18.050536894856695,42.0,0,Summer,3.3294839662953803,1
Quercus alba,0.07276040460504178,Med,Populus grandidentata,,,AMF,13.3289442509799,3.6217643603787124,5.088095766036821,12.211029915270403,7.2254521383314625,18.2,0,Summer,0.0,1
Quercus rubra,0.0836337781057224,Low,Sterile,,,AMF,16.92770223521482,0.6222891389934478,13.312345115487798,9.58992302464342,11.748378748639281,57.2,0,Summer,3.366174943519461,1
Quercus alba,0.03247519125244921,High,Acer saccharum,,,EMF,5.867929516225245,2.378213816873124,21.477168380494692,12.051080569971878,6.54580903363372,37.6,0,Monsoon,3.20364875976325,1
Acer saccharum,0.047023337964755815,Low,Acer rubrum,,,AMF,16.642854678301507,-0.1262269494197899,11.831159641287343,11.108160977482646,32.62443517627501,12.0,0,Summer,3.3810712383775883,1
Acer saccharum,0.11097499864995741,Med,Quercus alba,,,EMF,29.08179824099407,3.127969883873426,10.298593692870954,21.898288644707492,6.885272344718643,76.0,1,Summer,3.328266994822533,1
Acer saccharum,0.07808646543943394,Low,Acer saccharum,,,AMF,6.935624909149556,3.622044097432116,13.236932850639857,14.662435279779032,17.755051186108982,90.0,0,Summer,3.280536587161021,1
Acer saccharum,0.07730363294812917,Low,Sterile,,,EMF,19.899567436420647,3.356659914474195,9.994774488906074,18.577486003325234,7.661175556241577,36.1,1,Monsoon,2.746448685481704,1
Quercus alba,0.08054709498398037,Med,Quercus rubra,,,AMF,13.021286490377141,-0.3885463038837106,19.803958701337418,18.86300786517185,6.759039429151185,53.3,1,Summer,3.032177363161822,1
Acer saccharum,0.13922656464095806,High,Acer saccharum,,,AMF,9.519231237227615,0.5291091246415511,23.68957333996561,15.87232913064464,32.75452540742579,38.8,0,Monsoon,3.36283255177736,1
Quercus rubra,0.06375918362663884,Low,Prunus serotina,,,AMF,43.660035075327364,4.805635090226929,7.380384300310626,12.339422398107734,16.180710270449566,29.5,1,Monsoon,3.3503961777403104,1
Acer saccharum,0.06450266218728402,Med,Acer saccharum,,,AMF,9.140836564148547,-0.1266292389960756,28.728118935642712,22.777672699440643,15.133009735425606,28.8,1,Monsoon,3.388753603493968,1
Quercus rubra,0.07505681668272515,Med,Quercus alba,,,AMF,12.096450839758326,4.77965512160349,10.399258291930764,14.595559187251949,31.539950310010624,85.3,0,Monsoon,3.3833892567088992,1
Quercus rubra,0.06623032026516319,Med,Sterile,,,AMF,19.67735342382298,3.8645445151979922,21.362532224966742,11.53506773953039,6.601819285002985,26.6,1,Monsoon,3.3073271619847677,1
Quercus alba,0.13085824245247227,Med,Sterile,,,AMF,34.64136484044714,3.7569604690205094,17.994659924294016,11.693541301368445,11.768498428856178,33.3,1,Monsoon,1.7681197138303386,1
Quercus rubra,0.12125550362096084,High,Quercus rubra,,,EMF,10.238915605641523,3.5552581482905095,23.259745629696436,12.856259079965907,32.53670178028426,20.1,0,Summer,1.233902049729679,1
Acer saccharum,0.10890481717052478,Low,Quercus rubra,,,EMF,16.18805302123758,-0.8075834823276543,9.955641350934958,12.472964638937496,16.440883838644993,20.4,0,Monsoon,3.346583366909344,1
Quercus alba,0.065679480664575,Med,Populus grandidentata,,,AMF,28.089220378593748,0.622105090152291,25.448193925860743,12.138344799973078,12.314767141762669,25.9,0,Monsoon,3.7164996672058064,1
Acer saccharum,0.08467822779916291,Low,Acer saccharum,,,EMF,14.490846479755021,3.8929388985930444,10.646390625399516,22.090108412262893,7.4814696626966635,73.5,0,Monsoon,3.2434407151529463,1
Prunus serotina,0.08012511391715024,Low,Acer saccharum,,,AMF,15.37202649398933,0.33006925524208447,19.435719980813893,12.012567139152042,11.030895275722362,28.1,1,Monsoon,3.8291360390177296,1
Prunus serotina,0.06378024917502544,Low,Sterile,,,AMF,18.174589292680103,4.969131192768382,5.953465737054145,11.263183012205499,18.03708966820234,36.9,1,Summer,3.2495740342595187,1
Acer saccharum,0.1104543692646943,Med,Acer rubrum,,,AMF,12.674560899737203,4.848763759246601,13.093278591812235,17.851929830454477,15.716534443944322,36.5,0,Summer,3.627900081132341,1
Quercus rubra,0.07906135007464048,Med,Quercus rubra,,,AMF,13.518126671571572,3.7559105849459,25.029790140815305,11.447165850917266,32.727543260741705,38.8,0,Summer,3.33283639123974,1
Acer saccharum,0.07405034763508847,Low,Acer saccharum,,,EMF,9.181285510033733,5.142542738984984,18.820374852337988,23.262777497039416,15.010726986529157,57.7,0,Summer,3.305902212697196,1
Quercus alba,0.08251128494696407,Low,Quercus alba,,,AMF,18.72120047151632,4.624241884635975,11.252770138532275,13.871794613737435,13.470776560835828,68.8,0,Summer,3.337952232508829,1
Prunus serotina,0.05575327217333251,Med,Quercus rubra,,,EMF,7.809781694956472,0.09912068785206118,19.175311128553417,18.614870188905613,33.0,17.9,1,Monsoon,3.428027581313647,1
Prunus serotina,0.08656006285779708,Med,Sterile,,,AMF,22.239423034721142,-0.36803441602676795,5.954848633216004,14.07479310369971,13.138509226936275,62.6,0,Monsoon,3.3794924889201132,1
Acer saccharum,0.12126092974984784,Med,Populus grandidentata,,,AMF,14.704365242821932,4.847130760782709,5.205481625355316,13.798281883738499,6.916664977205309,36.7,0,Monsoon,1.8854095411308338,1
Prunus serotina,0.06106701920188705,Med,Quercus rubra,,,EMF,28.91122365814195,0.8204637906702749,5.145433167127817,10.948654827395812,6.911983742227973,73.4,0,Summer,3.381390464810136,1
Quercus alba,0.10420874701146213,Med,Acer saccharum,,,EMF,36.07607927678623,-0.21548048807426518,24.69272389176728,11.441323141729594,6.36319747199314,71.6,1,Monsoon,3.3715137796676706,1
Quercus rubra,0.08181931070178687,Med,Quercus alba,,,EMF,22.93013487457663,-0.12141691308394348,27.3964889097633,11.91298802867254,11.530521886680411,27.7,0,Summer,3.2877488570700204,1
Prunus serotina,0.07858301332880926,Med,Sterile,,,EMF,15.645845969161314,4.974939772743034,20.62157832172541,17.716570603460646,13.016509248036416,43.3,1,Monsoon,3.3444553417276723,1
Quercus alba,0.08714508233994815,Med,Acer saccharum,,,EMF,15.734568496705359,5.424463284852085,18.82521238896448,7.485483401136986,33.0,64.1,0,Summer,3.328050131813703,1
Prunus serotina,0.08968927693751669,High,Acer rubrum,,,AMF,25.349169803923196,-0.10075933804373965,22.70617043672115,13.57630144232641,17.177680032422927,27.5,0,Monsoon,3.363620763277596,1
Quercus rubra,0.09115710840723676,Low,Acer rubrum,,,AMF,20.343434932979005,0.7857875826715595,9.139904363429716,20.999703766989764,18.357658090538713,6.8,0,Summer,3.3339906875035643,1
Quercus rubra,0.10164745406847926,Med,Quercus alba,,,EMF,12.056851453046676,-0.2120617211981885,21.61888235272467,28.003660175638018,13.8401668740543,26.1,0,Monsoon,3.3687186414120878,1
Prunus serotina,0.10584056231222842,Med,Quercus alba,,,AMF,6.989698968415852,-0.24747609795008985,9.054492870307465,20.95196775192933,7.233813900652069,26.4,0,Summer,3.56045182886517,1
Quercus alba,0.08551158469006588,High,Sterile,,,EMF,26.33207596688373,-0.11808852064388249,10.591457357653244,18.121988203975498,15.19197392809588,56.3,1,Monsoon,3.3483932994073795,1
Quercus alba,0.11779307565295714,Med,Quercus rubra,,,AMF,25.02542270043268,2.6154475119047556,10.538410322118427,12.10916152111573,7.0386918046620774,23.4,1,Summer,3.2115941128303565,1
Quercus alba,0.059405507426414074,Med,Acer rubrum,,,EMF,14.918695754346286,2.995325054859021,22.460603884178443,10.963221973495294,14.31366476275434,67.6,0,Monsoon,3.3711368667156645,1
Acer saccharum,0.08182276937258984,Med,Acer saccharum,,,AMF,13.673524892066371,4.000626816026784,20.539321906471486,15.637081517632621,12.317582307207841,36.7,1,Summer,3.1941032118739696,1
Prunus serotina,0.08849917940593954,Low,Acer saccharum,,,AMF,20.12975132329417,0.8425554136043932,8.275950457622814,7.799255292899789,12.969653260307702,39.0,1,Summer,3.0582929066882794,1
Quercus alba,0.07813764549747605,Med,Quercus alba,,,AMF,9.144644036155162,3.6423478699601226,5.469651150040694,11.507999677996333,13.261038704362603,56.3,0,Monsoon,3.381408578657001,1
Quercus alba,0.058363057594309486,Med,Quercus rubra,,,AMF,15.600946874680885,5.113948696248007,13.184483873989256,21.714950053189103,6.8768617687184825,13.5,1,Summer,3.344430494749025,1
Quercus alba,0.07743070402439259,Low,Sterile,,,AMF,28.706466872933365,0.6260579559265278,18.747627474037,11.734994135034807,8.18127626794453,6.0,1,Summer,3.3308725043015364,1
Prunus serotina,0.12201935967315439,Low,Populus grandidentata,,,AMF,13.029138265110973,3.69106867685909,18.053290584087343,21.639461566777122,6.56871754822099,7.9,0,Monsoon,3.3701001564493938,1
Acer saccharum,0.13343053561719953,Med,Sterile,,,EMF,14.89865226440222,3.508135532837247,10.574919204013234,7.087083062197978,12.482860678113182,6.0,0,Summer,3.336778692257872,1
Acer saccharum,0.1055204357672595,Med,Prunus serotina,,,AMF,18.24082780975719,-0.07399786339247161,5.204860599649764,17.109695634927593,7.578877322219337,46.8,0,Monsoon,3.7161494518466816,1
Quercus rubra,0.0943853226596022,High,Prunus serotina,,,AMF,27.278904657198098,1.021231071876203,25.564495581953715,14.51416325891702,16.915115129990493,19.9,0,Monsoon,3.3527634496605714,1
Quercus alba,0.062241142571240325,Low,Acer saccharum,,,EMF,31.442667409411097,0.28865669891007584,13.869974112894397,13.634701546788458,13.20257062570038,62.2,0,Monsoon,3.418295131838209,1
Prunus serotina,0.05497005279439375,Med,Acer rubrum,,,AMF,26.65537553386501,4.558915898513543,27.63388494181203,12.56917167990242,32.6405016318316,65.8,0,Summer,3.3848941410824085,1
Quercus rubra,0.04894976509644943,Med,Quercus rubra,,,AMF,15.870344865865611,0.5939220532704068,24.77087396422521,14.52619690742154,32.48401496120165,25.9,0,Summer,3.4405765689819443,1
Quercus alba,0.10359016367269679,Med,Quercus alba,,,EMF,3.4082612565470614,-0.05378533846765052,18.88559483213148,11.973341575640363,6.7504315130872605,17.1,0,Summer,3.8717336346508886,1
Quercus alba,0.07719729620815087,Low,Acer rubrum,,,EMF,19.694476939277095,0.15772839960389645,21.848872132889372,11.189272038941395,7.194634041888425,33.8,1,Monsoon,4.045810688230264,1
Acer saccharum,0.08154575565968075,High,Acer rubrum,,,AMF,14.472888568682567,0.8352221703804354,22.668675479451867,9.742699462149373,15.055011751607005,57.2,0,Monsoon,3.632342426109558,1
Quercus rubra,0.045958216385516774,Low,Sterile,,,AMF,17.793106998779347,3.8159034113421675,5.361660453730241,17.37893150028109,12.094959400535119,45.7,1,Monsoon,3.3411295387911255,1
Quercus alba,0.08723102187455392,Med,Acer saccharum,,,AMF,9.017869213982825,0.4876670504915277,27.307619658464205,23.640517657755915,7.311979830010466,6.0,0,Monsoon,3.3165183465014296,1
Acer saccharum,0.06129000315765225,Med,Populus grandidentata,,,EMF,14.458537311354114,0.27253019917329824,21.92445639773093,18.817647801158905,11.595881224776194,6.0,0,Monsoon,3.7897495636161023,1
Quercus rubra,0.10466149604639188,Low,Sterile,,,AMF,35.416167670659846,0.2480550771983407,4.9078391666433525,23.205108422188108,7.11060064827221,12.1,0,Summer,3.673977749666521,1
Acer saccharum,0.06761625756416952,Med,Acer rubrum,,,AMF,35.03579437638242,4.9524327141099835,13.818913164263302,14.331166200285928,12.074977185623762,24.9,0,Summer,3.4089640554981178,1
Quercus rubra,0.06792638898196313,Low,Populus grandidentata,,,AMF,15.663853005230212,3.3528233515779235,4.809244516128493,18.602396861047264,32.602893027256854,36.0,0,Monsoon,3.57936519540558,1
Acer saccharum,0.07739131984672332,Low,Populus grandidentata,,,AMF,25.31917656256894,5.665640720741473,8.614223855127985,14.13979654985301,32.9325240958392,57.4,1,Monsoon,3.341902366079614,1
Prunus serotina,0.1321502103016654,Med,Quercus alba,,,AMF,37.92847713748067,2.8795997967949423,20.62348728746491,11.420220916120185,12.993540852599832,14.0,1,Monsoon,1.6499843103779976,1
Quercus alba,0.050691408816121435,Med,Populus grandidentata,,,AMF,22.325541943787925,4.768998510485602,5.160147531364225,14.043147467331151,12.601036853169422,14.6,1,Monsoon,3.370146811858785,1
Quercus alba,0.0994443828250387,Low,Acer saccharum,,,AMF,52.766263431837864,0.5602460714141584,13.987691653416295,10.888382383458145,6.840544281689329,63.0,1,Monsoon,3.3637018649380583,1
Prunus serotina,0.07970871257728139,High,Acer rubrum,,,AMF,17.68802915354834,-0.011799785004017235,6.53294642153169,19.365768304530608,6.989268882791517,73.3,0,Monsoon,2.2478033027621023,1
Prunus serotina,0.12253804932518046,Low,Populus grandidentata,,,EMF,37.02416652656462,0.6028412354943359,14.146655806725665,21.551220306875358,7.131469544696501,36.9,0,Summer,3.7337138017376303,1
Acer saccharum,0.055757579809678805,Med,Acer rubrum,,,AMF,6.446895465156215,4.093678403837604,10.63438831887528,21.92086510608222,12.86563595446142,54.1,0,Summer,3.050562705938933,1
Quercus alba,0.10461204122045718,Low,Quercus rubra,,,EMF,13.96246294215279,-0.5605865023654576,24.030945515817184,12.09446404329004,11.556457541864994,25.2,0,Monsoon,3.335306329870316,1
Acer saccharum,0.10238470630942181,High,Acer saccharum,,,EMF,3.153897880953305,-0.21365173736919196,5.884043164382926,17.59899176911709,18.620040195996967,78.9,0,Monsoon,4.2536882218031264,1
Acer saccharum,0.161,Med,Populus grandidentata,,,EMF,7.011148093251505,0.7883228479889108,11.490423489549936,12.268369086501645,6.588854951918433,69.5,0,Monsoon,2.81238190650935,1
Quercus rubra,0.07340745163603185,High,Prunus serotina,,,EMF,5.492580306097203,5.64955873722048,6.055763636277162,5.3552693499191655,22.998852919655445,61.2,0,Monsoon,3.3734952855633185,1
Prunus serotina,0.07354983082304162,Med,Populus grandidentata,,,AMF,20.649588651316126,-0.7651498075001203,7.48839684688731,12.494323432496047,7.421080387156395,6.0,1,Summer,3.393771404870003,1
